clear_fraction,lat_cloud,lon_cloud,.geo_cloud,lat_round,lon_round,lat_loss,lon_loss,loss_fraction,.geo_loss,quadrant
0.26835442,-15.13212096099334,-68.77052657576998,,-15.132,-68.771,-15.13212096099334,-68.77052657576998,0.0,,poor_visibility__no_loss
0.17468354,-15.13212096099334,-68.76154342292878,,-15.132,-68.762,-15.13212096099334,-68.76154342292878,0.0,,poor_visibility__no_loss
0.14683545,-15.13212096099334,-68.75256027008759,,-15.132,-68.753,-15.13212096099334,-68.75256027008759,0.0,,poor_visibility__no_loss
0.18987341,-15.13212096099334,-68.74357711724639,,-15.132,-68.744,-15.13212096099334,-68.74357711724639,0.0,,poor_visibility__no_loss
0.17468354,-15.13212096099334,-68.73459396440519,,-15.132,-68.735,-15.13212096099334,-68.73459396440519,0.0,,poor_visibility__no_loss
0.2,-15.13212096099334,-68.725610811564,,-15.132,-68.726,-15.13212096099334,-68.725610811564,0.0,,poor_visibility__no_loss
0.13670886,-15.13212096099334,-68.69866135304041,,-15.132,-68.699,-15.13212096099334,-68.69866135304041,0.0,,poor_visibility__no_loss
0.18481013,-15.13212096099334,-68.68967820019921,,-15.132,-68.69,-15.13212096099334,-68.68967820019921,0.0,,poor_visibility__no_loss
0.18227848,-15.13212096099334,-68.66272874167562,,-15.132,-68.663,-15.13212096099334,-68.66272874167562,0.0,,poor_visibility__no_loss
0.10632911,-15.13212096099334,-68.65374558883444,,-15.132,-68.654,-15.13212096099334,-68.65374558883444,0.0,,poor_visibility__no_loss
