lat,lon,loss_fraction,.geo
-14.584148637680432,-68.25848686382184,0.0,
-14.584148637680432,-68.24950371098065,0.0,
-14.584148637680432,-68.23153740529825,0.0,
-14.584148637680432,-68.1506890297275,0.0,
-14.584148637680432,-68.1417058768863,1.0,
-14.584148637680432,-68.09679011268032,0.0,
-14.584148637680432,-68.08780695983914,0.0,
-14.584148637680432,-68.07882380699795,0.0,
-14.584148637680432,-68.06984065415675,0.0,
-14.584148637680432,-68.06085750131555,0.0,
-14.584148637680432,-68.05187434847436,0.06666667,
-14.584148637680432,-67.98899227858598,1.0,
-14.584148637680432,-67.98000912574479,0.9959184,
-14.584148637680432,-67.9710259729036,0.7613293,
-14.584148637680432,-67.96204282006241,0.3517588,
-14.584148637680432,-67.94407651438001,0.0,
-14.584148637680432,-67.93509336153882,0.5,
-14.584148637680432,-67.92611020869762,0.0,
-14.584148637680432,-67.91712705585643,0.30769232,
-14.584148637680432,-67.90814390301523,0.8636364,
-14.584148637680432,-67.82729552744448,1.0,
-14.584148637680432,-67.81831237460328,1.0,
-14.584148637680432,-67.79136291607969,0.0,
-14.584148637680432,-67.7823797632385,0.0,
-14.593131790521628,-68.3213689337102,0.028846154,
-14.593131790521628,-68.31238578086902,0.0,
-14.593131790521628,-68.30340262802783,0.0,
-14.593131790521628,-68.29441947518663,0.0,
-14.593131790521628,-68.28543632234543,0.0,
-14.593131790521628,-68.27645316950424,0.0,
-14.593131790521628,-68.25848686382184,0.0,
-14.593131790521628,-68.24950371098065,0.0,
-14.593131790521628,-68.24052055813945,0.0,
-14.593131790521628,-68.23153740529825,0.97879857,
-14.593131790521628,-68.22255425245706,0.829222,
-14.593131790521628,-68.20458794677467,0.0,
-14.593131790521628,-68.19560479393348,0.0,
-14.593131790521628,-68.1686553354099,0.0,
-14.593131790521628,-68.1417058768863,0.0,
-14.593131790521628,-68.13272272404511,1.0,
-14.593131790521628,-68.10577326552152,0.0,
-14.593131790521628,-68.09679011268032,0.20833333,
-14.593131790521628,-68.08780695983914,0.06,
-14.593131790521628,-68.07882380699795,0.0,
-14.593131790521628,-68.06984065415675,0.0,
-14.593131790521628,-68.06085750131555,0.0,
-14.593131790521628,-68.05187434847436,0.0,
-14.593131790521628,-68.04289119563316,0.0,
-14.593131790521628,-68.02492488995077,0.0,
-14.593131790521628,-68.01594173710957,0.0,
-14.593131790521628,-68.00695858426838,0.0,
-14.593131790521628,-67.99797543142718,0.0,
-14.593131790521628,-67.98899227858598,0.1682243,
-14.593131790521628,-67.98000912574479,0.85955054,
-14.593131790521628,-67.9710259729036,0.9072581,
-14.593131790521628,-67.96204282006241,0.960177,
-14.593131790521628,-67.95305966722121,0.0,
-14.593131790521628,-67.94407651438001,0.0,
-14.593131790521628,-67.93509336153882,0.10071942,
-14.593131790521628,-67.92611020869762,0.0,
-14.593131790521628,-67.91712705585643,0.0,
-14.593131790521628,-67.90814390301523,0.7894737,
-14.593131790521628,-67.89017759733284,0.0,
-14.593131790521628,-67.87221129165044,0.0,
-14.593131790521628,-67.86322813880925,0.0,
-14.593131790521628,-67.82729552744448,0.0,
-14.593131790521628,-67.80932922176208,0.0,
-14.593131790521628,-67.80034606892089,0.0,
-14.593131790521628,-67.79136291607969,0.0,
-14.593131790521628,-67.7554303047149,1.0,
-14.602114943362825,-68.3213689337102,0.21015228,
-14.602114943362825,-68.31238578086902,0.0,
-14.602114943362825,-68.30340262802783,0.0,
-14.602114943362825,-68.29441947518663,0.52380955,
-14.602114943362825,-68.28543632234543,1.0,
-14.602114943362825,-68.26747001666304,0.0,
-14.602114943362825,-68.25848686382184,0.0,
-14.602114943362825,-68.24950371098065,0.0,
-14.602114943362825,-68.22255425245706,0.0,
-14.602114943362825,-68.21357109961586,0.5,
-14.602114943362825,-68.20458794677467,0.0,
-14.602114943362825,-68.1686553354099,0.0,
-14.602114943362825,-68.1596721825687,0.0,
-14.602114943362825,-68.13272272404511,1.0,
-14.602114943362825,-68.12373957120391,0.96153843,
-14.602114943362825,-68.11475641836272,0.0,
-14.602114943362825,-68.09679011268032,0.09090909,
-14.602114943362825,-68.08780695983914,0.0,
-14.602114943362825,-68.07882380699795,0.017910447,
-14.602114943362825,-68.06984065415675,0.0,
-14.602114943362825,-68.06085750131555,0.0,
-14.602114943362825,-68.05187434847436,0.0,
-14.602114943362825,-68.04289119563316,0.0,
-14.602114943362825,-68.02492488995077,0.0,
-14.602114943362825,-68.01594173710957,0.14285715,
-14.602114943362825,-67.98899227858598,0.0,
-14.602114943362825,-67.98000912574479,0.891358,
-14.602114943362825,-67.9710259729036,0.9912537,
-14.602114943362825,-67.96204282006241,0.9687366,
-14.602114943362825,-67.95305966722121,0.73652697,
-14.602114943362825,-67.94407651438001,0.0,
-14.602114943362825,-67.93509336153882,0.06930693,
-14.602114943362825,-67.92611020869762,0.0,
-14.602114943362825,-67.91712705585643,0.0,
-14.602114943362825,-67.90814390301523,0.0,
-14.602114943362825,-67.87221129165044,0.0,
-14.602114943362825,-67.80932922176208,0.25,
-14.602114943362825,-67.80034606892089,1.0,
